"loan_id","investor_id","nama_event","created_at"
2766,10143,"investor_pay_loan",2020-02-28 12:56:19
3255,13233,"investor_view_loan",2020-03-18 15:41:11
3255,13233,"investor_order_loan",2020-03-18 15:42:51
3255,13233,"investor_pay_loan",2020-03-18 16:08:10
2375,10957,"investor_view_loan",2020-02-13 17:58:43
2375,10957,"investor_order_loan",2020-02-13 17:58:55
2375,10957,"investor_pay_loan",2020-02-13 18:00:56
3468,9048,"investor_view_loan",2020-04-24 17:45:44
3468,9048,"investor_order_loan",2020-04-24 17:46:38
3468,9048,"investor_pay_loan",2020-04-24 19:44:01
3151,5929,"investor_view_loan",2020-03-16 13:43:31
3151,5929,"investor_order_loan",2020-03-16 13:45:48
3151,5929,"investor_pay_loan",2020-03-16 14:46:37
3267,13799,"investor_view_loan",2020-03-30 17:59:16
3267,13799,"investor_order_loan",2020-03-30 18:01:16
3267,13799,"investor_pay_loan",2020-03-30 20:29:59
3435,13799,"investor_view_loan",2020-03-30 17:59:19
3435,13799,"investor_order_loan",2020-03-30 18:01:16
3435,13799,"investor_pay_loan",2020-03-30 20:29:59
2784,11868,"investor_view_loan",2020-02-27 21:02:17
2784,11868,"investor_order_loan",2020-02-27 21:02:51
2784,11868,"investor_pay_loan",2020-02-27 21:43:22
3425,14346,"investor_view_loan",2020-04-02 11:18:44
3425,14346,"investor_order_loan",2020-04-02 11:22:55
3425,14346,"investor_pay_loan",2020-04-02 12:06:26
3425,14779,"investor_view_loan",2020-04-01 20:21:59
540,4999,"investor_view_loan",2019-09-27 06:31:20
540,4999,"investor_order_loan",2019-09-27 06:31:47
540,4999,"investor_pay_loan",2019-09-27 09:59:17
3573,15008,"investor_view_loan",2020-04-21 14:03:17
3573,15008,"investor_order_loan",2020-04-21 14:04:32
3573,15008,"investor_pay_loan",2020-04-21 14:49:09
3573,4417,"investor_view_loan",2020-04-21 13:29:49
192,2863,"investor_view_loan",2019-08-16 12:58:34
3476,16662,"investor_view_loan",2020-04-24 16:21:35
1805,3050,"investor_view_loan",2020-01-07 17:39:46
1805,3050,"investor_order_loan",2020-01-07 17:39:54
1805,3050,"investor_pay_loan",2020-01-07 18:15:58
2691,278,"investor_view_loan",2020-02-24 16:32:52
2691,278,"investor_order_loan",2020-02-24 16:33:09
2691,278,"investor_pay_loan",2020-02-24 18:08:32
3517,15183,"investor_view_loan",2020-04-22 18:22:45
3517,15183,"investor_order_loan",2020-04-22 18:26:47
3517,15183,"investor_pay_loan",2020-04-22 18:42:29
3605,8363,"investor_view_loan",2020-04-27 18:44:00
3116,4982,"investor_view_loan",2020-03-17 17:08:22
3116,4982,"investor_order_loan",2020-03-17 17:12:56
3116,4982,"investor_pay_loan",2020-03-17 17:29:01
1603,8949,"investor_view_loan",2019-12-19 12:44:10
1603,8949,"investor_order_loan",2019-12-19 12:46:57
1603,8949,"investor_pay_loan",2019-12-19 13:39:18
313,2384,"investor_view_loan",2019-08-24 00:36:42
313,2384,"investor_order_loan",2019-08-24 00:36:51
313,2384,"investor_pay_loan",2019-08-24 00:47:59
718,6249,"investor_view_loan",2019-10-20 09:23:58
2309,9199,"investor_view_loan",2020-02-14 14:13:03
2309,9199,"investor_order_loan",2020-02-14 14:15:14
2309,9199,"investor_pay_loan",2020-02-14 14:45:49
3533,9260,"investor_view_loan",2020-04-17 19:54:22
3635,11652,"investor_view_loan",2020-05-26 21:30:57
2778,10020,"investor_view_loan",2020-02-28 10:21:23
2778,10020,"investor_order_loan",2020-02-28 10:21:42
2778,10020,"investor_pay_loan",2020-02-28 10:35:21
3593,15708,"investor_view_loan",2020-04-22 09:52:41
3593,15708,"investor_order_loan",2020-04-22 09:52:47
3593,15708,"investor_pay_loan",2020-04-22 11:02:47
1610,1119,"investor_view_loan",2019-12-19 13:20:06
1610,1119,"investor_order_loan",2019-12-19 13:20:38
1610,1119,"investor_pay_loan",2019-12-19 13:42:23
120,2390,"investor_view_loan",2019-08-06 16:00:53
120,2390,"investor_order_loan",2019-08-06 16:01:09
120,2390,"investor_pay_loan",2019-08-06 19:07:34
3384,15769,"investor_view_loan",2020-04-10 13:19:18
3384,15769,"investor_order_loan",2020-04-10 13:19:49
3384,15769,"investor_pay_loan",2020-04-10 14:38:12
3621,15769,"investor_view_loan",2020-04-30 00:11:57
3621,15769,"investor_order_loan",2020-04-30 00:12:25
3621,15769,"investor_pay_loan",2020-04-30 05:24:32
268,3103,"investor_view_loan",2019-08-22 19:43:37
268,3103,"investor_order_loan",2019-08-22 19:48:02
268,3103,"investor_pay_loan",2019-08-22 19:51:14
1735,5976,"investor_view_loan",2019-12-24 15:58:16
1735,5976,"investor_order_loan",2019-12-24 16:01:05
1735,5976,"investor_pay_loan",2019-12-24 16:06:23
3482,16649,"investor_view_loan",2020-04-25 02:11:07
3539,16587,"investor_view_loan",2020-05-21 09:28:52
3539,16587,"investor_order_loan",2020-05-21 09:29:44
3539,16587,"investor_pay_loan",2020-05-21 10:48:49
852,6615,"investor_view_loan",2019-10-29 16:17:26
852,6615,"investor_order_loan",2019-10-29 16:23:25
852,6615,"investor_pay_loan",2019-10-29 17:04:07
3539,17531,"investor_view_loan",2020-05-20 22:16:03
1963,9335,"investor_view_loan",2020-01-28 22:44:51
1963,9335,"investor_order_loan",2020-01-28 22:46:11
1963,9335,"investor_pay_loan",2020-01-28 22:53:52
2607,11496,"investor_view_loan",2020-02-24 12:31:41
2607,11496,"investor_order_loan",2020-02-24 12:44:15
2607,11496,"investor_pay_loan",2020-02-24 14:26:05
2391,1241,"investor_view_loan",2020-02-17 16:30:31
2391,1241,"investor_order_loan",2020-02-17 16:39:38
2391,1241,"investor_pay_loan",2020-02-17 16:41:27
3671,16668,"investor_view_loan",2020-05-08 14:11:37
3671,16668,"investor_order_loan",2020-05-08 14:26:41
3671,16668,"investor_pay_loan",2020-05-08 16:02:14
3536,17365,"investor_view_loan",2020-05-15 11:07:19
3536,17365,"investor_order_loan",2020-05-15 11:08:07
3536,17365,"investor_pay_loan",2020-05-15 13:16:46
1863,278,"investor_view_loan",2020-01-17 12:51:43
1863,278,"investor_order_loan",2020-01-17 12:51:51
1863,278,"investor_pay_loan",2020-01-17 12:55:09
459,2914,"investor_view_loan",2019-09-12 21:19:56
459,2914,"investor_order_loan",2019-09-12 21:20:11
459,2914,"investor_pay_loan",2019-09-12 21:45:20
985,6275,"investor_view_loan",2019-11-08 15:34:06
985,6275,"investor_order_loan",2019-11-08 15:35:27
985,6275,"investor_pay_loan",2019-11-08 15:52:00
1794,9368,"investor_view_loan",2020-01-04 12:57:16
1794,9368,"investor_order_loan",2020-01-04 12:58:19
1794,9368,"investor_pay_loan",2020-01-04 15:04:27
1780,97,"investor_view_loan",2020-01-01 19:10:33
1780,97,"investor_order_loan",2020-01-01 19:23:47
1780,97,"investor_pay_loan",2020-01-01 22:36:28
2068,97,"investor_view_loan",2020-01-28 06:55:12
2068,97,"investor_order_loan",2020-01-28 06:56:00
2068,97,"investor_pay_loan",2020-01-28 06:58:05
2195,97,"investor_view_loan",2020-02-05 00:06:46
2195,97,"investor_order_loan",2020-02-05 00:07:07
2195,97,"investor_pay_loan",2020-02-05 00:08:41
143,141,"investor_view_loan",2019-08-11 15:51:19
143,141,"investor_order_loan",2019-08-11 15:53:01
143,141,"investor_pay_loan",2019-08-11 16:29:09
37,245,"investor_view_loan",2019-07-24 13:29:53
37,245,"investor_order_loan",2019-07-24 13:51:38
37,245,"investor_pay_loan",2019-07-24 14:10:48
89,278,"investor_view_loan",2019-08-02 10:58:29
89,278,"investor_order_loan",2019-08-02 10:58:54
89,278,"investor_pay_loan",2019-08-02 11:18:46
634,5611,"investor_view_loan",2019-10-10 15:33:36
634,5611,"investor_order_loan",2019-10-10 15:48:26
634,5611,"investor_pay_loan",2019-10-10 16:00:27
1183,7516,"investor_view_loan",2019-11-15 20:59:11
1183,7516,"investor_order_loan",2019-11-15 20:59:31
1183,7516,"investor_pay_loan",2019-11-15 21:02:43
1800,9368,"investor_view_loan",2020-01-04 12:56:35
1800,9368,"investor_order_loan",2020-01-04 12:58:19
1800,9368,"investor_pay_loan",2020-01-04 15:04:27
557,278,"investor_view_loan",2019-09-28 07:10:49
557,278,"investor_order_loan",2019-09-28 07:12:07
557,278,"investor_pay_loan",2019-09-28 08:51:53
2201,278,"investor_view_loan",2020-02-10 20:08:26
2201,278,"investor_order_loan",2020-02-10 20:08:34
2201,278,"investor_pay_loan",2020-02-10 20:13:57
1965,10076,"investor_view_loan",2020-01-24 15:22:52
1965,10076,"investor_order_loan",2020-01-24 15:23:40
1965,10076,"investor_pay_loan",2020-01-24 15:26:57
293,278,"investor_view_loan",2019-08-22 12:08:15
293,278,"investor_order_loan",2019-08-22 12:08:56
293,278,"investor_pay_loan",2019-08-22 12:41:26
154,2855,"investor_view_loan",2019-08-13 13:45:02
154,2855,"investor_order_loan",2019-08-13 13:49:29
154,2855,"investor_pay_loan",2019-08-13 13:53:19
1789,278,"investor_view_loan",2020-01-11 10:27:27
1789,278,"investor_order_loan",2020-01-11 10:27:43
1789,278,"investor_pay_loan",2020-01-11 10:32:20
2818,11851,"investor_view_loan",2020-03-02 11:45:14
2818,11851,"investor_order_loan",2020-03-02 11:45:39
2818,11851,"investor_pay_loan",2020-03-02 13:33:54
1403,278,"investor_view_loan",2019-11-30 12:15:11
1403,278,"investor_order_loan",2019-11-30 12:16:18
1403,278,"investor_pay_loan",2019-11-30 14:29:57
2648,9314,"investor_view_loan",2020-02-20 11:07:10
2648,9314,"investor_order_loan",2020-02-20 11:08:43
2648,9314,"investor_pay_loan",2020-02-20 11:12:58
2182,278,"investor_view_loan",2020-02-11 21:29:15
2182,278,"investor_order_loan",2020-02-11 21:29:23
2182,278,"investor_pay_loan",2020-02-11 21:31:55
3062,10251,"investor_view_loan",2020-03-13 12:04:52
3062,10251,"investor_order_loan",2020-03-13 12:09:27
3062,10251,"investor_pay_loan",2020-03-13 13:31:07
1446,3713,"investor_view_loan",2019-12-10 13:45:45
1446,3713,"investor_order_loan",2019-12-10 13:46:35
1446,3713,"investor_pay_loan",2019-12-10 18:02:22
1504,278,"investor_view_loan",2019-12-19 11:51:47
1504,278,"investor_order_loan",2019-12-19 11:52:02
1504,278,"investor_pay_loan",2019-12-19 12:12:34
2215,278,"investor_view_loan",2020-02-11 21:16:04
2215,278,"investor_order_loan",2020-02-11 21:16:13
2215,278,"investor_pay_loan",2020-02-11 21:25:16
1594,5107,"investor_view_loan",2019-12-23 11:59:30
1594,5107,"investor_order_loan",2019-12-23 12:19:04
1594,5107,"investor_pay_loan",2019-12-23 12:30:52
3405,15769,"investor_view_loan",2020-04-07 19:34:52
3405,15769,"investor_view_loan",2020-04-07 19:51:44
3405,15769,"investor_order_loan",2020-04-07 19:53:10
3405,15769,"investor_pay_loan",2020-04-07 20:13:23
2219,10955,"investor_view_loan",2020-02-10 17:07:53
2289,278,"investor_view_loan",2020-02-12 23:09:13
2289,278,"investor_order_loan",2020-02-12 23:09:21
2289,278,"investor_pay_loan",2020-02-12 23:18:19
98,1618,"investor_view_loan",2019-08-02 09:53:51
98,1618,"investor_order_loan",2019-08-02 09:53:56
98,1618,"investor_pay_loan",2019-08-02 10:28:02
3318,13388,"investor_view_loan",2020-03-20 12:21:25
1866,278,"investor_view_loan",2020-01-17 12:48:23
1866,278,"investor_order_loan",2020-01-17 12:48:36
1866,278,"investor_pay_loan",2020-01-17 12:55:08
3364,15013,"investor_view_loan",2020-04-07 15:10:52
2226,278,"investor_view_loan",2020-02-11 21:10:19
2226,278,"investor_order_loan",2020-02-11 21:10:30
2226,278,"investor_pay_loan",2020-02-11 21:25:15
426,4419,"investor_view_loan",2019-09-15 10:58:08
426,4419,"investor_order_loan",2019-09-15 11:03:41
426,4419,"investor_pay_loan",2019-09-15 11:05:47
2178,278,"investor_view_loan",2020-02-11 21:23:22
2178,278,"investor_order_loan",2020-02-11 21:23:30
2178,278,"investor_pay_loan",2020-02-11 21:25:17
2099,278,"investor_view_loan",2020-02-06 10:56:36
2099,278,"investor_order_loan",2020-02-06 10:56:48
2099,278,"investor_pay_loan",2020-02-06 11:08:40
2177,278,"investor_view_loan",2020-02-11 21:05:08
2177,278,"investor_order_loan",2020-02-11 21:05:16
2177,278,"investor_pay_loan",2020-02-11 21:40:56
3614,8363,"investor_view_loan",2020-04-29 14:33:34
3614,8363,"investor_order_loan",2020-04-29 14:33:51
3614,8363,"investor_pay_loan",2020-04-29 14:40:26
437,2384,"investor_view_loan",2019-09-09 21:55:26
437,2384,"investor_order_loan",2019-09-09 21:55:30
437,2384,"investor_pay_loan",2019-09-09 22:12:57
2276,278,"investor_view_loan",2020-02-12 23:08:06
2276,278,"investor_order_loan",2020-02-12 23:08:14
2276,278,"investor_pay_loan",2020-02-12 23:18:18
318,725,"investor_view_loan",2019-08-23 21:51:36
318,725,"investor_order_loan",2019-08-23 21:53:18
318,725,"investor_pay_loan",2019-08-23 21:58:13
835,3172,"investor_view_loan",2019-10-27 09:00:10
835,3172,"investor_order_loan",2019-10-27 09:01:43
835,3172,"investor_pay_loan",2019-10-27 11:46:58
494,4001,"investor_view_loan",2019-09-16 12:47:42
494,4001,"investor_order_loan",2019-09-16 12:48:01
529,725,"investor_view_loan",2019-09-24 15:26:24
529,725,"investor_order_loan",2019-09-24 15:27:40
529,725,"investor_pay_loan",2019-09-24 15:30:26
2792,12120,"investor_view_loan",2020-03-02 16:38:49
180,1618,"investor_view_loan",2019-08-13 14:25:15
180,1618,"investor_order_loan",2019-08-13 14:25:23
180,1618,"investor_pay_loan",2019-08-13 14:51:58
1203,725,"investor_view_loan",2019-11-14 10:02:32
1203,725,"investor_order_loan",2019-11-14 10:03:37
1203,725,"investor_pay_loan",2019-11-14 10:12:43
1733,725,"investor_view_loan",2019-12-24 22:35:21
1733,725,"investor_order_loan",2019-12-24 22:35:53
1733,725,"investor_pay_loan",2019-12-24 22:53:05
3363,5929,"investor_view_loan",2020-03-24 18:38:32
3363,5929,"investor_order_loan",2020-03-24 18:40:50
3363,5929,"investor_pay_loan",2020-03-24 19:49:29
3167,7409,"investor_view_loan",2020-03-17 12:13:09
3167,7409,"investor_order_loan",2020-03-17 12:26:31
3167,7409,"investor_pay_loan",2020-03-17 12:37:53
3548,1014,"investor_view_loan",2020-04-20 13:13:55
3548,1014,"investor_order_loan",2020-04-20 13:14:13
3548,1014,"investor_pay_loan",2020-04-20 13:32:58
1970,2771,"investor_view_loan",2020-01-27 14:49:11
1970,2771,"investor_order_loan",2020-01-27 14:49:26
1970,2771,"investor_pay_loan",2020-01-27 14:56:47
1632,1809,"investor_view_loan",2019-12-19 14:03:43
1632,1809,"investor_order_loan",2019-12-19 14:04:23
1632,1809,"investor_pay_loan",2019-12-19 15:39:44
61,1119,"investor_view_loan",2019-08-01 15:54:13
61,1119,"investor_order_loan",2019-08-01 15:55:02
61,1119,"investor_pay_loan",2019-08-01 15:56:49
356,1119,"investor_view_loan",2019-09-02 22:45:04
356,1119,"investor_view_loan",2019-09-02 23:04:41
356,1119,"investor_order_loan",2019-09-02 23:05:19
356,1119,"investor_pay_loan",2019-09-02 23:09:00
250,1119,"investor_view_loan",2019-08-19 22:52:58
250,1119,"investor_order_loan",2019-08-19 22:53:43
250,1119,"investor_pay_loan",2019-08-19 22:56:00
1408,3615,"investor_view_loan",2019-12-03 11:37:10
36,1119,"investor_view_loan",2019-08-03 10:42:14
36,1119,"investor_order_loan",2019-08-03 10:42:34
36,1119,"investor_pay_loan",2019-08-03 10:44:24
71,1119,"investor_view_loan",2019-08-03 10:41:52
71,1119,"investor_order_loan",2019-08-03 10:42:34
71,1119,"investor_pay_loan",2019-08-03 10:44:24
3474,15298,"investor_view_loan",2020-04-29 13:23:48
633,1119,"investor_view_loan",2019-10-10 16:48:31
633,1119,"investor_order_loan",2019-10-10 16:49:08
633,1119,"investor_pay_loan",2019-10-10 16:52:49
2097,10190,"investor_view_loan",2020-01-31 16:55:14
2097,10190,"investor_view_loan",2020-01-31 17:06:28
2097,10190,"investor_order_loan",2020-01-31 17:11:29
2097,10190,"investor_pay_loan",2020-01-31 17:15:50
915,1119,"investor_view_loan",2019-11-06 12:06:57
915,1119,"investor_order_loan",2019-11-06 12:07:14
915,1119,"investor_pay_loan",2019-11-06 12:37:48
1120,5617,"investor_view_loan",2019-11-12 11:29:22
1120,5617,"investor_order_loan",2019-11-12 11:32:26
1120,5617,"investor_pay_loan",2019-11-12 13:19:32
2618,9220,"investor_view_loan",2020-02-20 06:15:13
2618,9220,"investor_order_loan",2020-02-20 06:20:05
2618,9220,"investor_pay_loan",2020-02-20 06:23:52
3659,9918,"investor_view_loan",2020-05-08 11:09:04
3659,9918,"investor_order_loan",2020-05-08 11:09:39
3659,9918,"investor_pay_loan",2020-05-08 11:20:03
3491,10777,"investor_view_loan",2020-04-22 07:51:48
3491,10777,"investor_order_loan",2020-04-22 07:54:31
3491,10777,"investor_pay_loan",2020-04-22 08:13:22
1432,1119,"investor_view_loan",2019-12-07 12:27:11
1432,1119,"investor_order_loan",2019-12-07 12:30:06
1432,1119,"investor_pay_loan",2019-12-07 16:25:57
930,4734,"investor_view_loan",2019-11-06 08:16:05
930,4734,"investor_order_loan",2019-11-06 08:18:02
930,4734,"investor_pay_loan",2019-11-06 08:24:45
1724,1119,"investor_view_loan",2019-12-24 13:38:37
1724,1119,"investor_order_loan",2019-12-24 13:39:02
1724,1119,"investor_pay_loan",2019-12-24 14:12:21
402,133,"investor_view_loan",2019-09-10 19:12:29
402,133,"investor_order_loan",2019-09-10 19:12:56
402,133,"investor_pay_loan",2019-09-10 19:23:03
2303,1119,"investor_view_loan",2020-02-18 10:40:16
2303,1119,"investor_order_loan",2020-02-18 10:42:09
2303,1119,"investor_pay_loan",2020-02-18 10:44:03
2488,5976,"investor_view_loan",2020-02-18 12:37:01
2488,5976,"investor_order_loan",2020-02-18 12:39:47
2488,5976,"investor_pay_loan",2020-02-18 12:41:53
2938,10178,"investor_view_loan",2020-03-10 10:53:59
2938,10178,"investor_order_loan",2020-03-10 11:07:53
2938,10178,"investor_pay_loan",2020-03-10 13:37:26
2304,1119,"investor_view_loan",2020-02-18 10:37:12
2304,1119,"investor_order_loan",2020-02-18 10:37:37
2304,1119,"investor_pay_loan",2020-02-18 10:39:20
1058,5658,"investor_view_loan",2019-11-07 13:24:56
1058,5658,"investor_view_loan",2019-11-07 13:44:21
1058,5658,"investor_order_loan",2019-11-07 13:44:41
1058,5658,"investor_pay_loan",2019-11-07 14:04:39
2795,11591,"investor_view_loan",2020-02-28 09:58:46
2795,11591,"investor_order_loan",2020-02-28 10:00:25
2795,11591,"investor_pay_loan",2020-02-28 14:47:05
42,44,"investor_view_loan",2019-07-24 16:53:48
178,2384,"investor_view_loan",2019-08-14 10:43:19
178,2384,"investor_order_loan",2019-08-14 10:43:26
178,2384,"investor_pay_loan",2019-08-14 11:08:35
1900,8171,"investor_view_loan",2020-01-23 09:47:20
1900,8171,"investor_order_loan",2020-01-23 09:48:17
1900,8171,"investor_pay_loan",2020-01-23 09:59:15
42,1239,"investor_view_loan",2019-07-24 17:43:20
42,1239,"investor_order_loan",2019-07-24 17:45:19
42,1239,"investor_pay_loan",2019-07-24 18:32:49
880,6853,"investor_view_loan",2019-11-02 12:37:10
2169,10721,"investor_view_loan",2020-02-05 20:01:26
2169,10721,"investor_order_loan",2020-02-05 20:01:33
2169,10721,"investor_pay_loan",2020-02-05 20:05:20
94,1618,"investor_view_loan",2019-08-02 09:52:06
94,1618,"investor_order_loan",2019-08-02 09:52:11
94,1618,"investor_pay_loan",2019-08-02 10:27:18
1643,1239,"investor_view_loan",2019-12-24 16:29:38
1643,1239,"investor_order_loan",2019-12-24 16:31:09
1643,1239,"investor_pay_loan",2019-12-24 17:53:53
1155,2859,"investor_view_loan",2019-11-17 16:56:01
1155,2859,"investor_order_loan",2019-11-17 16:58:34
1155,2859,"investor_pay_loan",2019-11-17 17:08:25
3350,11230,"investor_view_loan",2020-04-01 14:55:05
3350,11230,"investor_order_loan",2020-04-01 14:58:27
3350,11230,"investor_pay_loan",2020-04-01 15:11:41
3123,1239,"investor_view_loan",2020-03-17 17:05:23
3123,1239,"investor_order_loan",2020-03-17 17:10:17
3123,1239,"investor_pay_loan",2020-03-17 17:18:48
48,1386,"investor_view_loan",2019-07-26 10:01:39
48,1386,"investor_order_loan",2019-07-26 10:02:35
48,1386,"investor_pay_loan",2019-07-26 10:15:01
1312,6201,"investor_view_loan",2019-11-22 13:35:52
1312,6201,"investor_order_loan",2019-11-22 13:35:58
1312,6201,"investor_pay_loan",2019-11-22 13:46:36
3571,17457,"investor_view_loan",2020-05-26 16:28:55
251,1386,"investor_view_loan",2019-08-20 20:11:10
251,1386,"investor_order_loan",2019-08-20 20:16:11
251,1386,"investor_pay_loan",2019-08-20 22:07:58
2735,3894,"investor_view_loan",2020-02-28 09:47:27
2735,3894,"investor_order_loan",2020-02-28 09:51:29
2735,3894,"investor_pay_loan",2020-02-28 12:56:10
1754,4099,"investor_view_loan",2019-12-30 06:21:57
1754,4099,"investor_order_loan",2019-12-30 06:22:18
1754,4099,"investor_pay_loan",2019-12-30 08:54:21
2514,1386,"investor_view_loan",2020-02-18 09:27:29
2514,1386,"investor_order_loan",2020-02-18 09:29:00
2514,1386,"investor_pay_loan",2020-02-18 11:53:46
2346,2692,"investor_view_loan",2020-02-18 11:35:44
2346,2692,"investor_order_loan",2020-02-18 11:37:48
2346,2692,"investor_pay_loan",2020-02-18 13:02:58
2530,1386,"investor_view_loan",2020-02-14 11:08:08
2530,1386,"investor_order_loan",2020-02-14 11:09:31
2530,1386,"investor_pay_loan",2020-02-14 11:58:15
465,3501,"investor_view_loan",2019-09-14 12:43:59
465,3501,"investor_order_loan",2019-09-14 12:46:35
465,3501,"investor_pay_loan",2019-09-14 16:39:48
334,1391,"investor_view_loan",2019-08-27 14:39:05
334,1391,"investor_order_loan",2019-08-27 14:39:36
334,1391,"investor_pay_loan",2019-08-27 14:45:24
3456,16563,"investor_view_loan",2020-04-27 15:26:06
3456,16563,"investor_order_loan",2020-04-27 15:27:29
3456,16563,"investor_pay_loan",2020-04-27 16:45:07
72,1414,"investor_view_loan",2019-08-04 09:21:46
72,1414,"investor_order_loan",2019-08-04 09:22:03
72,1414,"investor_pay_loan",2019-08-04 09:48:59
2785,11477,"investor_view_loan",2020-03-02 17:22:53
2785,11477,"investor_order_loan",2020-03-02 17:24:51
2785,11477,"investor_pay_loan",2020-03-02 17:42:53
1956,9938,"investor_view_loan",2020-01-27 16:11:54
1956,9938,"investor_order_loan",2020-01-27 16:12:19
1956,9938,"investor_pay_loan",2020-01-27 16:13:10
108,1414,"investor_view_loan",2019-08-04 09:21:33
108,1414,"investor_order_loan",2019-08-04 09:22:03
108,1414,"investor_pay_loan",2019-08-04 09:48:59
2593,11188,"investor_view_loan",2020-02-20 03:32:39
73,1414,"investor_view_loan",2019-08-04 09:21:26
73,1414,"investor_order_loan",2019-08-04 09:22:03
73,1414,"investor_pay_loan",2019-08-04 09:48:59
2700,11477,"investor_view_loan",2020-02-26 12:15:14
2700,11477,"investor_order_loan",2020-02-26 12:16:53
2700,11477,"investor_pay_loan",2020-02-26 13:52:38
103,1414,"investor_view_loan",2019-08-04 09:21:07
103,1414,"investor_order_loan",2019-08-04 09:22:03
103,1414,"investor_pay_loan",2019-08-04 09:48:59
2025,9132,"investor_view_loan",2020-01-27 12:58:21
2025,9132,"investor_order_loan",2020-01-27 13:14:15
2025,9132,"investor_pay_loan",2020-01-27 13:29:27
104,1414,"investor_view_loan",2019-08-04 09:21:12
104,1414,"investor_order_loan",2019-08-04 09:22:03
104,1414,"investor_pay_loan",2019-08-04 09:48:59
707,5658,"investor_view_loan",2019-10-16 23:21:00
707,5658,"investor_order_loan",2019-10-16 23:23:29
707,5658,"investor_pay_loan",2019-10-17 00:35:35
537,5114,"investor_view_loan",2019-09-30 15:30:04
537,5114,"investor_order_loan",2019-09-30 15:33:20
537,5114,"investor_pay_loan",2019-09-30 15:35:35
3069,1455,"investor_view_loan",2020-03-16 21:42:54
3069,1455,"investor_order_loan",2020-03-16 21:47:24
3069,1455,"investor_pay_loan",2020-03-16 22:46:38
1716,9247,"investor_view_loan",2019-12-24 09:56:39
1716,9247,"investor_order_loan",2019-12-24 10:02:53
1716,9247,"investor_pay_loan",2019-12-24 10:35:11
2885,12163,"investor_view_loan",2020-03-05 07:30:54
3069,6574,"investor_view_loan",2020-03-16 21:02:59
2865,12209,"investor_view_loan",2020-03-04 15:31:07
2865,12209,"investor_order_loan",2020-03-04 16:21:34
2865,12209,"investor_pay_loan",2020-03-04 16:32:32
3069,10284,"investor_view_loan",2020-03-16 18:56:54
185,2384,"investor_view_loan",2019-08-14 11:01:34
185,2384,"investor_order_loan",2019-08-14 11:01:41
185,2384,"investor_pay_loan",2019-08-14 12:12:55
111,1574,"investor_view_loan",2019-08-06 13:02:04
111,1574,"investor_order_loan",2019-08-06 13:05:58
111,1574,"investor_pay_loan",2019-08-06 13:08:25
3655,12517,"investor_view_loan",2020-05-13 10:37:35
3655,12517,"investor_order_loan",2020-05-13 10:37:54
3655,12517,"investor_pay_loan",2020-05-13 10:58:47
70,1618,"investor_view_loan",2019-08-01 10:32:57
70,1618,"investor_order_loan",2019-08-01 10:33:03
70,1618,"investor_pay_loan",2019-08-01 10:36:09
2343,5259,"investor_view_loan",2020-02-14 15:46:20
2343,5259,"investor_order_loan",2020-02-14 15:46:47
2343,5259,"investor_pay_loan",2020-02-14 15:49:07
1418,8224,"investor_view_loan",2019-12-04 12:05:36
1418,8224,"investor_order_loan",2019-12-04 12:11:06
1418,8224,"investor_pay_loan",2019-12-04 13:49:48
80,1618,"investor_view_loan",2019-08-02 09:50:31
80,1618,"investor_order_loan",2019-08-02 09:50:36
80,1618,"investor_pay_loan",2019-08-02 10:26:07
3346,9048,"investor_view_loan",2020-03-23 12:23:41
3346,9048,"investor_order_loan",2020-03-23 12:24:29
3346,9048,"investor_pay_loan",2020-03-23 13:45:41
150,1618,"investor_view_loan",2019-08-13 14:27:59
150,1618,"investor_order_loan",2019-08-13 14:28:06
150,1618,"investor_pay_loan",2019-08-13 15:02:58
155,1618,"investor_view_loan",2019-08-13 14:27:05
155,1618,"investor_order_loan",2019-08-13 14:27:11
155,1618,"investor_pay_loan",2019-08-13 14:52:08
2600,6706,"investor_view_loan",2020-02-20 13:56:54
2600,6706,"investor_order_loan",2020-02-20 13:57:12
2600,6706,"investor_pay_loan",2020-02-20 14:45:16
2296,3248,"investor_view_loan",2020-02-17 08:10:48
2296,3248,"investor_order_loan",2020-02-17 08:11:40
2296,3248,"investor_pay_loan",2020-02-17 08:13:38
161,1618,"investor_view_loan",2019-08-13 14:32:05
161,1618,"investor_order_loan",2019-08-13 14:32:15
161,1618,"investor_pay_loan",2019-08-13 15:04:24
3569,13301,"investor_view_loan",2020-04-21 13:59:25
3569,13301,"investor_order_loan",2020-04-21 14:01:56
3569,13301,"investor_pay_loan",2020-04-21 14:49:05
476,4508,"investor_view_loan",2019-09-16 15:29:01
167,1618,"investor_view_loan",2019-08-13 14:31:34
167,1618,"investor_order_loan",2019-08-13 14:31:43
167,1618,"investor_pay_loan",2019-08-13 15:04:08
2748,268,"investor_view_loan",2020-02-28 16:33:55
2748,268,"investor_order_loan",2020-02-28 16:34:15
67,1618,"investor_view_loan",2019-08-02 09:49:55
67,1618,"investor_order_loan",2019-08-02 09:50:13
67,1618,"investor_pay_loan",2019-08-02 10:26:02
141,1618,"investor_view_loan",2019-08-11 14:02:58
141,1618,"investor_order_loan",2019-08-11 14:03:10
141,1618,"investor_pay_loan",2019-08-11 14:36:47
2609,4176,"investor_view_loan",2020-02-20 06:05:13
